opsid,zplk_pk_seq,taxa_004,cruise_name,station,event_number,net_number,zoo_aliquot,zooplankton_count,conc_10m2,conc_100m3,vial_number,zoo_stage_000,zoo_stage_013,zoo_stage_020,zoo_stage_021,zoo_stage_022,zoo_stage_023,zoo_stage_024,zoo_stage_028,zoo_stage_029,zoo_stage_030,zoo_stage_050,zoo_stage_051,zoo_stage_054,zoo_stage_999,net_pk_seq,gear,gear_volume_filtered,sample_jar_count,sample_type,flowmeter_calibration_factor,flowmeter_revolutions,flag_region,flag_clogging,net_comment,event_pk_seq,operation,event_date,formated_event_date,latitude,longitude,region,region_nvl,plankton_stratum,groundfish_stratum,surface_temperature,surface_temperature_nvl,tow_profile,tow_protocol,tow_maximum_depth,bottom_depth_max_wire_out,bio_volume_zoo,bio_volume_zoo_1m2,bio_volume_zoo_100m3,bio_volume_large_conc_1m2,bio_volume_large_conc_100m3,total_zoo_count,total_large_zoo_count,total_large_zoo_length,large_zoo_mean_length,taxa_name
2011003HB,526634,148,HB1103,12,121,2,32,42,5972.15,298.61,1,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Acartia danae
2011003HB,526668,153,HB1103,12,121,2,32,1,142.19,7.11,1,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Temora stylifera
2011003HB,526626,157,HB1103,12,121,2,32,6,853.16,42.66,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Clausocalanus arcuicornis
2011003HB,526659,176,HB1103,12,121,2,32,8,1137.55,56.88,1,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Pleuromamma borealis
2011003HB,526658,191,HB1103,12,121,2,32,3,426.58,21.33,1,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Oncaea
2011003HB,526638,200,HB1103,12,121,2,32,77,10948.95,547.45,2,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Chaetognatha
2011003HB,526664,300,HB1103,12,121,2,32,3,426.58,21.33,3,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Thecosomata
2011003HB,526649,457,HB1103,12,121,2,32,40,5687.76,284.39,3,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Hyperiidea
2011003HB,526644,605,HB1103,12,121,2,32,2,284.39,14.22,3,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Evadne
2011003HB,526651,701,HB1103,12,121,2,32,1,142.19,7.11,3,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Oikopleura
2011003HB,526646,895,HB1103,12,121,2,32,1,142.19,7.11,3,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Gammaridea
2011003HB,526636,900,HB1103,12,121,2,32,1,142.19,7.11,3,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Ectoprocta
2011003HB,526648,1100,HB1103,12,121,2,32,1,142.19,7.11,3,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Gastropoda
2011003HB,526660,1800,HB1103,12,121,2,32,2,284.39,14.22,3,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Siphonophora
2011003HB,526643,2000,HB1103,12,121,2,32,28,3981.43,199.07,3,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Euphausiacea
2011003HB,526632,2006,HB1103,12,121,2,32,1,142.19,7.11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Euphausia krohnii
2011003HB,526656,2500,HB1103,12,121,2,32,1,142.19,7.11,3,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Polychaeta
2011003HB,526662,3400,HB1103,12,121,2,32,3,426.58,21.33,3,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Thaliacea
2011003HB,526633,3500,HB1103,12,121,2,32,6,853.16,42.66,4,0,0,0,0,0,0,0,0,0,0,1,5,0,0,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Osteichthyes
2011003HB,526652,3600,HB1103,12,121,2,32,3,426.58,21.33,3,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Ostracoda
2011003HB,526645,3900,HB1103,12,121,2,32,35,4976.79,248.84,3,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Foraminifera
2011003HB,526653,4007,HB1103,12,121,2,32,2,284.39,14.22,1,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Lucicutia
2011003HB,526663,4013,HB1103,12,121,2,32,1,142.19,7.11,1,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Pseudocalanidae
2011003HB,526669,4019,HB1103,12,121,2,32,1,142.19,7.11,1,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Undinula vulgaris
2011003HB,526641,4020,HB1103,12,121,2,32,4,568.78,28.44,1,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Centropages bradyi
2011003HB,526635,4027,HB1103,12,121,2,32,2,284.39,14.22,1,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Acartia
2011003HB,526640,4042,HB1103,12,121,2,32,7,995.36,49.77,1,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Candacia
2011003HB,526647,4045,HB1103,12,121,2,32,1,142.19,7.11,1,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Corycaeidae
2011003HB,526661,4057,HB1103,12,121,2,32,46,6540.93,327.05,1,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Pleuromamma
2011003HB,526650,4062,HB1103,12,121,2,32,2,284.39,14.22,1,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Euchaetidae
2011003HB,526667,4066,HB1103,12,121,2,32,2,284.39,14.22,1,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Scolecithricidae
2011003HB,526665,4100,HB1103,12,121,2,32,2,284.39,14.22,1,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Rhincalanus
2011003HB,526655,4108,HB1103,12,121,2,32,21,2986.08,149.3,1,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Neocalanus
2011003HB,526642,4112,HB1103,12,121,2,32,4,568.78,28.44,1,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Centropages furcatus
2011003HB,526639,4129,HB1103,12,121,2,32,3,426.58,21.33,1,,,,,,,,,,,,,,,72529,6B3Z,450.089,1,Z,0.3141,4904,1,N,Manual Load Prgm.,69997,BON/CTD,06:00.0,6/9/2011 9:06,39.6517,-69.5817,SNE,SNE,61,,21,21,OBL,OT,200,2216,14,6.22,3.11,,,520,,,,Calocalanus
2011003HB,526670,101,HB1103,13,131,2,128,200,87826.45,7841.65,1,11,0,5,48,32,9,95,0,0,0,0,0,0,0,72531,6B3Z,326.462,1,Z,0.3141,3557,1,N,Manual Load Prgm.,69999,BON/CTD,51:00.0,6/9/2011 16:51,40.225,-68.99,SNE,SNE,22,1110,13,13,OBL,OT,112,119,46,15.78,14.09,4.12,3.68,556,2,,,Calanus finmarchicus
2011003HB,526675,102,HB1103,13,131,2,128,136,59721.99,5332.32,3,124,0,0,0,0,0,12,0,0,0,0,0,0,0,72531,6B3Z,326.462,1,Z,0.3141,3557,1,N,Manual Load Prgm.,69999,BON/CTD,51:00.0,6/9/2011 16:51,40.225,-68.99,SNE,SNE,22,1110,13,13,OBL,OT,112,119,46,15.78,14.09,4.12,3.68,556,2,,,Pseudocalanus minutus
2011003HB,526672,103,HB1103,13,131,2,128,8,3513.06,313.67,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,72531,6B3Z,326.462,1,Z,0.3141,3557,1,N,Manual Load Prgm.,69999,BON/CTD,51:00.0,6/9/2011 16:51,40.225,-68.99,SNE,SNE,22,1110,13,13,OBL,OT,112,119,46,15.78,14.09,4.12,3.68,556,2,,,Centropages typicus
2011003HB,526676,104,HB1103,13,131,2,128,3,1317.4,117.62,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,72531,6B3Z,326.462,1,Z,0.3141,3557,1,N,Manual Load Prgm.,69999,BON/CTD,51:00.0,6/9/2011 16:51,40.225,-68.99,SNE,SNE,22,1110,13,13,OBL,OT,112,119,46,15.78,14.09,4.12,3.68,556,2,,,Temora longicornis
2011003HB,526674,105,HB1103,13,131,2,128,118,51817.61,4626.57,2,105,0,0,1,0,2,10,0,0,0,0,0,0,0,72531,6B3Z,326.462,1,Z,0.3141,3557,1,N,Manual Load Prgm.,69999,BON/CTD,51:00.0,6/9/2011 16:51,40.225,-68.99,SNE,SNE,22,1110,13,13,OBL,OT,112,119,46,15.78,14.09,4.12,3.68,556,2,,,Metridia lucens
2011003HB,526671,109,HB1103,13,131,2,128,1,439.13,39.21,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72531,6B3Z,326.462,1,Z,0.3141,3557,1,N,Manual Load Prgm.,69999,BON/CTD,51:00.0,6/9/2011 16:51,40.225,-68.99,SNE,SNE,22,1110,13,13,OBL,OT,112,119,46,15.78,14.09,4.12,3.68,556,2,,,Centropages hamatus
2011003HB,526687,138,HB1103,13,131,2,128,9,3952.19,352.87,4,,,,,,,,,,,,,,,72531,6B3Z,326.462,1,Z,0.3141,3557,1,N,Manual Load Prgm.,69999,BON/CTD,51:00.0,6/9/2011 16:51,40.225,-68.99,SNE,SNE,22,1110,13,13,OBL,OT,112,119,46,15.78,14.09,4.12,3.68,556,2,,,Oithona
2011003HB,526684,149,HB1103,13,131,2,128,1,439.13,39.21,4,,,,,,,,,,,,,,,72531,6B3Z,326.462,1,Z,0.3141,3557,1,N,Manual Load Prgm.,69999,BON/CTD,51:00.0,6/9/2011 16:51,40.225,-68.99,SNE,SNE,22,1110,13,13,OBL,OT,112,119,46,15.78,14.09,4.12,3.68,556,2,,,Metridia
2011003HB,526673,157,HB1103,13,131,2,128,34,14930.5,1333.08,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,72531,6B3Z,326.462,1,Z,0.3141,3557,1,N,Manual Load Prgm.,69999,BON/CTD,51:00.0,6/9/2011 16:51,40.225,-68.99,SNE,SNE,22,1110,13,13,OBL,OT,112,119,46,15.78,14.09,4.12,3.68,556,2,,,Clausocalanus arcuicornis
2011003HB,526678,200,HB1103,13,131,2,128,11,4830.45,431.29,5,,,,,,,,,,,,,,,72531,6B3Z,326.462,1,Z,0.3141,3557,1,N,Manual Load Prgm.,69999,BON/CTD,51:00.0,6/9/2011 16:51,40.225,-68.99,SNE,SNE,22,1110,13,13,OBL,OT,112,119,46,15.78,14.09,4.12,3.68,556,2,,,Chaetognatha
2011003HB,526689,300,HB1103,13,131,2,128,1,439.13,39.21,5,,,,,,,,,,,,,,,72531,6B3Z,326.462,1,Z,0.3141,3557,1,N,Manual Load Prgm.,69999,BON/CTD,51:00.0,6/9/2011 16:51,40.225,-68.99,SNE,SNE,22,1110,13,13,OBL,OT,112,119,46,15.78,14.09,4.12,3.68,556,2,,,Thecosomata
2011003HB,526683,457,HB1103,13,131,2,128,4,1756.53,156.83,5,,,,,,,,,,,,,,,72531,6B3Z,326.462,1,Z,0.3141,3557,1,N,Manual Load Prgm.,69999,BON/CTD,51:00.0,6/9/2011 16:51,40.225,-68.99,SNE,SNE,22,1110,13,13,OBL,OT,112,119,46,15.78,14.09,4.12,3.68,556,2,,,Hyperiidea
2011003HB,526677,700,HB1103,13,131,2,128,3,1317.4,117.62,5,,,,,,,,,,,,,,,72531,6B3Z,326.462,1,Z,0.3141,3557,1,N,Manual Load Prgm.,69999,BON/CTD,51:00.0,6/9/2011 16:51,40.225,-68.99,SNE,SNE,22,1110,13,13,OBL,OT,112,119,46,15.78,14.09,4.12,3.68,556,2,,,Appendicularia
2011003HB,526682,2000,HB1103,13,131,2,128,15,6586.98,588.12,5,,,,,,,,,,,,,,,72531,6B3Z,326.462,1,Z,0.3141,3557,1,N,Manual Load Prgm.,69999,BON/CTD,51:00.0,6/9/2011 16:51,40.225,-68.99,SNE,SNE,22,1110,13,13,OBL,OT,112,119,46,15.78,14.09,4.12,3.68,556,2,,,Euphausiacea
2011003HB,526686,2500,HB1103,13,131,2,128,1,439.13,39.21,5,,,,,,,,,,,,,,,72531,6B3Z,326.462,1,Z,0.3141,3557,1,N,Manual Load Prgm.,69999,BON/CTD,51:00.0,6/9/2011 16:51,40.225,-68.99,SNE,SNE,22,1110,13,13,OBL,OT,112,119,46,15.78,14.09,4.12,3.68,556,2,,,Polychaeta
2011003HB,526681,4020,HB1103,13,131,2,128,1,439.13,39.21,4,,,,,,,,,,,,,,,72531,6B3Z,326.462,1,Z,0.3141,3557,1,N,Manual Load Prgm.,69999,BON/CTD,51:00.0,6/9/2011 16:51,40.225,-68.99,SNE,SNE,22,1110,13,13,OBL,OT,112,119,46,15.78,14.09,4.12,3.68,556,2,,,Centropages bradyi
2011003HB,526680,4042,HB1103,13,131,2,128,3,1317.4,117.62,4,,,,,,,,,,,,,,,72531,6B3Z,326.462,1,Z,0.3141,3557,1,N,Manual Load Prgm.,69999,BON/CTD,51:00.0,6/9/2011 16:51,40.225,-68.99,SNE,SNE,22,1110,13,13,OBL,OT,112,119,46,15.78,14.09,4.12,3.68,556,2,,,Candacia
2011003HB,526688,4057,HB1103,13,131,2,128,2,878.26,78.42,4,,,,,,,,,,,,,,,72531,6B3Z,326.462,1,Z,0.3141,3557,1,N,Manual Load Prgm.,69999,BON/CTD,51:00.0,6/9/2011 16:51,40.225,-68.99,SNE,SNE,22,1110,13,13,OBL,OT,112,119,46,15.78,14.09,4.12,3.68,556,2,,,Pleuromamma
2011003HB,526685,4108,HB1103,13,131,2,128,3,1317.4,117.62,4,,,,,,,,,,,,,,,72531,6B3Z,326.462,1,Z,0.3141,3557,1,N,Manual Load Prgm.,69999,BON/CTD,51:00.0,6/9/2011 16:51,40.225,-68.99,SNE,SNE,22,1110,13,13,OBL,OT,112,119,46,15.78,14.09,4.12,3.68,556,2,,,Neocalanus
2011003HB,526679,4129,HB1103,13,131,2,128,2,878.26,78.42,4,,,,,,,,,,,,,,,72531,6B3Z,326.462,1,Z,0.3141,3557,1,N,Manual Load Prgm.,69999,BON/CTD,51:00.0,6/9/2011 16:51,40.225,-68.99,SNE,SNE,22,1110,13,13,OBL,OT,112,119,46,15.78,14.09,4.12,3.68,556,2,,,Calocalanus
2011003HB,526690,101,HB1103,14,141,2,128,54,30010.16,1500.51,3,11,0,0,12,20,8,3,0,0,0,0,0,0,0,72533,6B3Z,460.644,1,Z,0.3141,5019,1,N,Manual Load Prgm.,70001,BON/CTD,22:00.0,6/8/2011 23:22,40.3183,-68.1433,GB,GB,62,,17,17,OBL,OT,200,933,26,11.29,5.64,2.17,1.09,501,2,,,Calanus finmarchicus
2011003HB,526696,102,HB1103,14,141,2,128,44,24452.72,1222.64,4,30,0,0,0,0,0,14,0,0,0,0,0,0,0,72533,6B3Z,460.644,1,Z,0.3141,5019,1,N,Manual Load Prgm.,70001,BON/CTD,22:00.0,6/8/2011 23:22,40.3183,-68.1433,GB,GB,62,,17,17,OBL,OT,200,933,26,11.29,5.64,2.17,1.09,501,2,,,Pseudocalanus minutus
2011003HB,526691,103,HB1103,14,141,2,128,44,24452.72,1222.64,4,10,0,0,0,0,10,24,0,0,0,0,0,0,0,72533,6B3Z,460.644,1,Z,0.3141,5019,1,N,Manual Load Prgm.,70001,BON/CTD,22:00.0,6/8/2011 23:22,40.3183,-68.1433,GB,GB,62,,17,17,OBL,OT,200,933,26,11.29,5.64,2.17,1.09,501,2,,,Centropages typicus
2011003HB,526693,105,HB1103,14,141,2,128,60,33344.62,1667.23,2,49,0,0,0,0,2,9,0,0,0,0,0,0,0,72533,6B3Z,460.644,1,Z,0.3141,5019,1,N,Manual Load Prgm.,70001,BON/CTD,22:00.0,6/8/2011 23:22,40.3183,-68.1433,GB,GB,62,,17,17,OBL,OT,200,933,26,11.29,5.64,2.17,1.09,501,2,,,Metridia lucens
2011003HB,526695,135,HB1103,14,141,2,128,6,3334.46,166.72,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,72533,6B3Z,460.644,1,Z,0.3141,5019,1,N,Manual Load Prgm.,70001,BON/CTD,22:00.0,6/8/2011 23:22,40.3183,-68.1433,GB,GB,62,,17,17,OBL,OT,200,933,26,11.29,5.64,2.17,1.09,501,2,,,Paracalanus parvus
2011003HB,526711,138,HB1103,14,141,2,128,29,16116.57,805.83,4,,,,,,,,,,,,,,,72533,6B3Z,460.644,1,Z,0.3141,5019,1,N,Manual Load Prgm.,70001,BON/CTD,22:00.0,6/8/2011 23:22,40.3183,-68.1433,GB,GB,62,,17,17,OBL,OT,200,933,26,11.29,5.64,2.17,1.09,501,2,,,Oithona
2011003HB,526694,143,HB1103,14,141,2,128,8,4445.95,222.3,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,72533,6B3Z,460.644,1,Z,0.3141,5019,1,N,Manual Load Prgm.,70001,BON/CTD,22:00.0,6/8/2011 23:22,40.3183,-68.1433,GB,GB,62,,17,17,OBL,OT,200,933,26,11.29,5.64,2.17,1.09,501,2,,,Nannocalanus minor
2011003HB,526709,146,HB1103,14,141,2,128,2,1111.49,55.57,4,,,,,,,,,,,,,,,72533,6B3Z,460.644,1,Z,0.3141,5019,1,N,Manual Load Prgm.,70001,BON/CTD,22:00.0,6/8/2011 23:22,40.3183,-68.1433,GB,GB,62,,17,17,OBL,OT,200,933,26,11.29,5.64,2.17,1.09,501,2,,,Mecynocera clausi
2011003HB,526698,148,HB1103,14,141,2,128,4,2222.97,111.15,4,,,,,,,,,,,,,,,72533,6B3Z,460.644,1,Z,0.3141,5019,1,N,Manual Load Prgm.,70001,BON/CTD,22:00.0,6/8/2011 23:22,40.3183,-68.1433,GB,GB,62,,17,17,OBL,OT,200,933,26,11.29,5.64,2.17,1.09,501,2,,,Acartia danae
2011003HB,526692,157,HB1103,14,141,2,128,80,44459.5,2222.97,1,77,0,0,0,0,0,3,0,0,0,0,0,0,0,72533,6B3Z,460.644,1,Z,0.3141,5019,1,N,Manual Load Prgm.,70001,BON/CTD,22:00.0,6/8/2011 23:22,40.3183,-68.1433,GB,GB,62,,17,17,OBL,OT,200,933,26,11.29,5.64,2.17,1.09,501,2,,,Clausocalanus arcuicornis
2011003HB,526713,176,HB1103,14,141,2,128,7,3890.21,194.51,4,,,,,,,,,,,,,,,72533,6B3Z,460.644,1,Z,0.3141,5019,1,N,Manual Load Prgm.,70001,BON/CTD,22:00.0,6/8/2011 23:22,40.3183,-68.1433,GB,GB,62,,17,17,OBL,OT,200,933,26,11.29,5.64,2.17,1.09,501,2,,,Pleuromamma borealis
2011003HB,526707,180,HB1103,14,141,2,128,1,555.74,27.79,4,,,,,,,,,,,,,,,72533,6B3Z,460.644,1,Z,0.3141,5019,1,N,Manual Load Prgm.,70001,BON/CTD,22:00.0,6/8/2011 23:22,40.3183,-68.1433,GB,GB,62,,17,17,OBL,OT,200,933,26,11.29,5.64,2.17,1.09,501,2,,,Eucalanus
2011003HB,526701,200,HB1103,14,141,2,128,5,2778.72,138.94,5,,,,,,,,,,,,,,,72533,6B3Z,460.644,1,Z,0.3141,5019,1,N,Manual Load Prgm.,70001,BON/CTD,22:00.0,6/8/2011 23:22,40.3183,-68.1433,GB,GB,62,,17,17,OBL,OT,200,933,26,11.29,5.64,2.17,1.09,501,2,,,Chaetognatha
2011003HB,526712,218,HB1103,14,141,2,128,11,6113.18,305.66,5,,,,,,,,,,,,,,,72533,6B3Z,460.644,1,Z,0.3141,5019,1,N,Manual Load Prgm.,70001,BON/CTD,22:00.0,6/8/2011 23:22,40.3183,-68.1433,GB,GB,62,,17,17,OBL,OT,200,933,26,11.29,5.64,2.17,1.09,501,2,,,Sagitta
2011003HB,526708,457,HB1103,14,141,2,128,14,7780.41,389.02,5,,,,,,,,,,,,,,,72533,6B3Z,460.644,1,Z,0.3141,5019,1,N,Manual Load Prgm.,70001,BON/CTD,22:00.0,6/8/2011 23:22,40.3183,-68.1433,GB,GB,62,,17,17,OBL,OT,200,933,26,11.29,5.64,2.17,1.09,501,2,,,Hyperiidea
2011003HB,526699,700,HB1103,14,141,2,128,7,3890.21,194.51,5,,,,,,,,,,,,,,,72533,6B3Z,460.644,1,Z,0.3141,5019,1,N,Manual Load Prgm.,70001,BON/CTD,22:00.0,6/8/2011 23:22,40.3183,-68.1433,GB,GB,62,,17,17,OBL,OT,200,933,26,11.29,5.64,2.17,1.09,501,2,,,Appendicularia
